analyst_id,organization_id,name,role,team,experience_years,shift,status,joined_at
AN00265,ORG00194,Ananya Joshi 00265,SOC Engineer,Incident Response,6,Evening,Active,2024-03-13
AN00266,ORG00268,Priya Verma 00266,L3 Analyst,Monitoring,11,Evening,Active,2025-03-08
AN00267,ORG00685,Priya Joshi 00267,L3 Analyst,Threat Detection,6,Night,Active,2024-09-15
AN00268,ORG00012,Ananya Malhotra 00268,L1 Analyst,Monitoring,3,Evening,Active,2023-02-24
AN00269,ORG00916,Rahul Singh 00269,L1 Analyst,Monitoring,6,Night,Active,2024-01-09
AN00270,ORG00961,Ananya Patel 00270,SOC Engineer,Threat Detection,11,Evening,Active,2025-10-21
AN00271,ORG00539,Riya Verma 00271,L1 Analyst,Incident Response,8,Evening,Active,2023-01-21
AN00272,ORG00032,Vikram Verma 00272,SOC Engineer,Threat Detection,10,Morning,Active,2022-02-04
AN00273,ORG00420,Karan Gupta 00273,SOC Engineer,Incident Response,7,Night,Active,2023-02-24
AN00274,ORG00905,Aman Joshi 00274,SOC Engineer,Threat Hunting,6,Night,Active,2022-10-11
AN00275,ORG00497,Riya Sharma 00275,L1 Analyst,Threat Detection,5,Evening,Active,2022-08-23
AN00276,ORG00843,Karan Patel 00276,L2 Analyst,Threat Detection,3,Morning,Active,2023-07-17
AN00277,ORG00182,Simran Mehta 00277,L1 Analyst,Threat Detection,4,Morning,Active,2022-03-12
AN00278,ORG00379,Riya Mehta 00278,L1 Analyst,Monitoring,5,Morning,Active,2024-02-25
AN00279,ORG00553,Riya Singh 00279,L3 Analyst,Monitoring,4,Night,Active,2023-12-05
AN00280,ORG00309,Priya Malhotra 00280,SOC Engineer,Threat Hunting,12,Evening,Active,2023-02-10
AN00281,ORG00263,Simran Das 00281,L1 Analyst,Incident Response,7,Night,Active,2023-01-14
AN00282,ORG00787,Simran Sharma 00282,L3 Analyst,Threat Hunting,2,Night,Active,2024-06-05
AN00283,ORG00267,Vikram Kumar 00283,L2 Analyst,Threat Detection,11,Evening,Active,2024-08-30
AN00284,ORG00233,Vikram Sharma 00284,L1 Analyst,Threat Hunting,10,Evening,Active,2023-11-30
AN00285,ORG00498,Rahul Gupta 00285,L1 Analyst,Incident Response,12,Evening,Active,2024-04-11
AN00286,ORG00539,Karan Mehta 00286,L2 Analyst,Threat Hunting,6,Night,Active,2025-02-13
AN00287,ORG00094,Riya Verma 00287,L3 Analyst,Threat Detection,11,Morning,Active,2023-11-20
AN00288,ORG00439,Priya Das 00288,L1 Analyst,Threat Detection,3,Night,Active,2024-02-29
AN00289,ORG00926,Karan Das 00289,L2 Analyst,Threat Hunting,5,Morning,Active,2024-06-11
AN00290,ORG00050,Aman Kumar 00290,SOC Engineer,Threat Detection,2,Evening,Active,2025-10-11
AN00291,ORG00752,Priya Verma 00291,SOC Engineer,Threat Detection,4,Evening,Active,2025-10-02
AN00292,ORG00154,Neha Patel 00292,L2 Analyst,Threat Detection,12,Night,Active,2022-11-23
AN00293,ORG00696,Vikram Verma 00293,L2 Analyst,Incident Response,10,Evening,Active,2025-08-13
AN00294,ORG00487,Karan Sharma 00294,L2 Analyst,Threat Detection,10,Night,Active,2025-01-21
AN00295,ORG00518,Ananya Sharma 00295,L2 Analyst,Incident Response,3,Night,Active,2023-06-09
AN00296,ORG00864,Simran Verma 00296,SOC Engineer,Threat Hunting,10,Night,Active,2025-06-24
AN00297,ORG00753,Simran Malhotra 00297,L1 Analyst,Threat Detection,3,Evening,Active,2023-10-12
AN00298,ORG00234,Karan Patel 00298,SOC Engineer,Monitoring,7,Night,Active,2023-04-10
AN00299,ORG00654,Neha Verma 00299,SOC Engineer,Threat Detection,4,Morning,Active,2022-03-19
AN00300,ORG00725,Arjun Singh 00300,L2 Analyst,Threat Hunting,1,Evening,Active,2024-12-25
AN00301,ORG00776,Ananya Singh 00301,L2 Analyst,Monitoring,4,Morning,Active,2023-12-05
AN00302,ORG00882,Ananya Das 00302,SOC Engineer,Incident Response,6,Night,Active,2025-01-18
AN00303,ORG00772,Riya Das 00303,L1 Analyst,Monitoring,7,Morning,Active,2024-04-25
AN00304,ORG00886,Karan Gupta 00304,SOC Engineer,Monitoring,1,Night,Active,2023-05-19
AN00305,ORG00489,Riya Kumar 00305,L3 Analyst,Threat Hunting,5,Evening,Active,2024-08-06
AN00306,ORG00569,Riya Malhotra 00306,L3 Analyst,Threat Hunting,1,Morning,Active,2025-08-09
AN00307,ORG00455,Ananya Sharma 00307,SOC Engineer,Incident Response,11,Evening,Active,2025-07-12
AN00308,ORG00913,Karan Mehta 00308,L1 Analyst,Threat Hunting,5,Night,Active,2023-06-17
AN00309,ORG00996,Arjun Patel 00309,L1 Analyst,Incident Response,7,Evening,Active,2024-09-05
AN00310,ORG00734,Rahul Das 00310,SOC Engineer,Threat Hunting,6,Night,Active,2022-04-27
AN00311,ORG00660,Neha Malhotra 00311,L2 Analyst,Incident Response,11,Morning,Active,2024-07-31
AN00312,ORG00806,Riya Malhotra 00312,SOC Engineer,Incident Response,9,Morning,Active,2023-10-20
AN00313,ORG00799,Riya Malhotra 00313,SOC Engineer,Threat Detection,12,Night,Active,2023-03-02
AN00314,ORG00071,Rahul Sharma 00314,L3 Analyst,Threat Hunting,10,Evening,On Leave,2025-04-22
AN00315,ORG00236,Arjun Gupta 00315,L1 Analyst,Monitoring,5,Morning,Active,2025-01-21
AN00316,ORG00426,Karan Das 00316,L1 Analyst,Threat Hunting,8,Morning,Active,2024-06-14
AN00317,ORG00196,Ananya Joshi 00317,SOC Engineer,Threat Detection,11,Morning,Active,2023-07-23
AN00318,ORG00252,Priya Singh 00318,L1 Analyst,Incident Response,1,Morning,Active,2025-02-15
AN00319,ORG00527,Arjun Gupta 00319,SOC Engineer,Threat Hunting,6,Morning,Active,2022-06-14
AN00320,ORG00302,Arjun Sharma 00320,L1 Analyst,Monitoring,3,Night,Active,2022-03-10
AN00321,ORG00501,Ananya Mehta 00321,L1 Analyst,Incident Response,8,Evening,Active,2022-04-04
AN00322,ORG00294,Ananya Verma 00322,L3 Analyst,Threat Hunting,2,Evening,Active,2025-08-13
AN00323,ORG00790,Rahul Gupta 00323,L1 Analyst,Threat Detection,4,Evening,Active,2025-02-11
AN00324,ORG00915,Vikram Sharma 00324,L1 Analyst,Incident Response,4,Night,Active,2026-01-05
AN00325,ORG00060,Ananya Patel 00325,L3 Analyst,Incident Response,6,Evening,Active,2023-11-16
AN00326,ORG00152,Simran Das 00326,SOC Engineer,Incident Response,12,Night,Active,2023-11-18
AN00327,ORG00285,Arjun Das 00327,L2 Analyst,Threat Detection,12,Morning,Active,2022-09-29
AN00328,ORG00224,Riya Gupta 00328,SOC Engineer,Threat Hunting,5,Night,Active,2025-04-08
AN00329,ORG00455,Simran Sharma 00329,L2 Analyst,Threat Detection,6,Night,Active,2025-11-10
AN00330,ORG00044,Simran Joshi 00330,L3 Analyst,Incident Response,12,Evening,Active,2023-06-17
AN00331,ORG00110,Neha Singh 00331,L2 Analyst,Monitoring,2,Night,Active,2023-12-13
AN00332,ORG00115,Priya Patel 00332,L2 Analyst,Incident Response,4,Evening,Active,2026-01-23
AN00333,ORG00304,Karan Joshi 00333,L3 Analyst,Threat Hunting,5,Night,Active,2025-01-16
AN00334,ORG00269,Karan Patel 00334,L3 Analyst,Monitoring,6,Morning,Inactive,2022-12-27
AN00335,ORG00933,Aman Verma 00335,L2 Analyst,Threat Detection,12,Night,Active,2022-06-09
AN00336,ORG00508,Simran Sharma 00336,L2 Analyst,Threat Detection,8,Morning,Active,2023-12-02
AN00337,ORG00788,Simran Mehta 00337,L1 Analyst,Threat Detection,4,Evening,Active,2024-10-02
AN00338,ORG00515,Karan Gupta 00338,SOC Engineer,Threat Hunting,3,Night,Active,2022-12-23
AN00339,ORG00772,Priya Verma 00339,L3 Analyst,Monitoring,6,Evening,Active,2024-06-27
AN00340,ORG00244,Aman Joshi 00340,L2 Analyst,Threat Hunting,1,Morning,Active,2022-11-12
AN00341,ORG00278,Ananya Singh 00341,L2 Analyst,Threat Detection,2,Night,Active,2024-03-27
AN00342,ORG00767,Arjun Patel 00342,L2 Analyst,Threat Hunting,5,Evening,On Leave,2022-05-27
AN00343,ORG00328,Simran Malhotra 00343,L2 Analyst,Incident Response,5,Morning,Active,2022-08-14
AN00344,ORG00758,Aman Joshi 00344,L1 Analyst,Threat Hunting,5,Morning,Active,2023-07-31
AN00345,ORG00255,Riya Kumar 00345,L2 Analyst,Threat Hunting,9,Evening,Active,2024-01-21
AN00346,ORG00706,Arjun Sharma 00346,L2 Analyst,Incident Response,2,Morning,Active,2022-03-12
AN00347,ORG00477,Ananya Mehta 00347,L3 Analyst,Threat Hunting,2,Night,Active,2023-12-07
AN00348,ORG00823,Arjun Singh 00348,L1 Analyst,Monitoring,12,Morning,Active,2025-06-14
AN00349,ORG00015,Karan Singh 00349,SOC Engineer,Monitoring,6,Morning,Active,2023-10-16
AN00350,ORG00584,Priya Das 00350,SOC Engineer,Monitoring,11,Evening,On Leave,2025-12-21
AN00351,ORG00955,Arjun Das 00351,L3 Analyst,Threat Detection,3,Morning,Active,2023-07-07
AN00352,ORG00472,Simran Gupta 00352,L3 Analyst,Monitoring,1,Night,Active,2024-08-22
AN00353,ORG00537,Simran Verma 00353,L2 Analyst,Threat Hunting,5,Morning,Active,2023-11-30
AN00354,ORG00880,Riya Singh 00354,L2 Analyst,Monitoring,3,Night,Active,2023-05-31
AN00355,ORG00692,Vikram Patel 00355,SOC Engineer,Monitoring,7,Morning,Active,2025-07-19
AN00356,ORG00228,Rahul Singh 00356,L1 Analyst,Threat Detection,4,Night,Active,2022-03-28
AN00357,ORG00789,Ananya Joshi 00357,L1 Analyst,Threat Detection,6,Morning,Inactive,2025-09-05
AN00358,ORG00375,Riya Das 00358,L3 Analyst,Threat Detection,12,Evening,Active,2024-02-04
AN00359,ORG00885,Priya Kumar 00359,SOC Engineer,Monitoring,2,Night,Active,2022-11-05
AN00360,ORG00399,Ananya Das 00360,SOC Engineer,Monitoring,6,Morning,Active,2023-10-09
AN00361,ORG00035,Riya Mehta 00361,SOC Engineer,Threat Hunting,10,Night,Active,2023-06-13
AN00362,ORG00544,Neha Joshi 00362,L3 Analyst,Threat Hunting,11,Evening,On Leave,2024-09-06
AN00363,ORG00748,Rahul Kumar 00363,SOC Engineer,Threat Hunting,11,Morning,Active,2024-10-25
AN00364,ORG00929,Riya Das 00364,L1 Analyst,Incident Response,5,Evening,Active,2022-03-23
AN00365,ORG00421,Rahul Singh 00365,L3 Analyst,Incident Response,11,Night,Active,2022-01-26
AN00366,ORG00966,Aman Verma 00366,L1 Analyst,Monitoring,7,Night,Active,2024-07-09
AN00367,ORG00856,Vikram Joshi 00367,L3 Analyst,Monitoring,1,Night,Active,2025-12-04
AN00368,ORG00891,Arjun Mehta 00368,SOC Engineer,Incident Response,3,Night,Active,2024-04-02
AN00369,ORG00291,Aman Sharma 00369,L1 Analyst,Incident Response,3,Night,Active,2023-10-14
AN00370,ORG00600,Vikram Malhotra 00370,L3 Analyst,Threat Hunting,11,Night,Inactive,2025-03-12
AN00371,ORG00553,Neha Gupta 00371,L1 Analyst,Threat Detection,9,Morning,Active,2023-03-23
AN00372,ORG00632,Priya Gupta 00372,L1 Analyst,Incident Response,5,Evening,Active,2023-03-28
AN00373,ORG00164,Simran Das 00373,L3 Analyst,Monitoring,2,Night,Active,2022-07-12
AN00374,ORG00723,Vikram Sharma 00374,L3 Analyst,Threat Detection,9,Night,Active,2025-10-18
AN00375,ORG00894,Ananya Joshi 00375,L2 Analyst,Threat Detection,7,Morning,Active,2022-10-21
AN00376,ORG00337,Riya Joshi 00376,SOC Engineer,Incident Response,2,Morning,Inactive,2025-01-28
AN00377,ORG00979,Priya Joshi 00377,L3 Analyst,Threat Detection,4,Night,Active,2023-08-28
AN00378,ORG00183,Priya Sharma 00378,L3 Analyst,Monitoring,10,Morning,Active,2025-02-23
AN00379,ORG00288,Simran Sharma 00379,SOC Engineer,Incident Response,5,Morning,Active,2022-12-16
AN00380,ORG00317,Priya Mehta 00380,SOC Engineer,Monitoring,3,Night,Active,2025-07-27
AN00381,ORG00835,Riya Patel 00381,L1 Analyst,Threat Detection,3,Morning,Active,2024-03-13
AN00382,ORG00752,Ananya Verma 00382,L3 Analyst,Threat Hunting,1,Evening,Active,2025-11-19
AN00383,ORG00871,Karan Kumar 00383,L2 Analyst,Threat Hunting,5,Night,Active,2023-01-07
AN00384,ORG00386,Priya Verma 00384,L3 Analyst,Threat Detection,10,Morning,Active,2023-12-08
AN00385,ORG00249,Aman Sharma 00385,L1 Analyst,Threat Detection,1,Night,Active,2022-07-26
AN00386,ORG00561,Priya Sharma 00386,SOC Engineer,Threat Hunting,10,Morning,Active,2024-01-27
AN00387,ORG00255,Karan Sharma 00387,L2 Analyst,Monitoring,10,Evening,Active,2025-10-26
AN00388,ORG00541,Simran Joshi 00388,SOC Engineer,Threat Detection,5,Evening,Active,2022-07-25
AN00389,ORG00716,Riya Patel 00389,L1 Analyst,Monitoring,9,Night,Active,2025-12-12
AN00390,ORG00530,Simran Sharma 00390,L1 Analyst,Threat Detection,2,Morning,Active,2023-08-24
AN00391,ORG00763,Riya Kumar 00391,L1 Analyst,Threat Hunting,5,Morning,Active,2024-06-18
AN00392,ORG00336,Simran Mehta 00392,L2 Analyst,Incident Response,1,Morning,Inactive,2024-10-14
AN00393,ORG00204,Arjun Sharma 00393,L3 Analyst,Incident Response,5,Night,Active,2022-02-08
AN00394,ORG00777,Arjun Joshi 00394,L2 Analyst,Monitoring,10,Evening,Active,2025-08-28
AN00395,ORG00567,Simran Kumar 00395,L2 Analyst,Incident Response,7,Night,Active,2024-07-31
AN00396,ORG00077,Priya Joshi 00396,L3 Analyst,Threat Hunting,7,Morning,Active,2024-07-06
AN00397,ORG00216,Aman Singh 00397,L1 Analyst,Incident Response,12,Night,Active,2024-01-12
AN00398,ORG00036,Aman Joshi 00398,L3 Analyst,Threat Hunting,7,Evening,Active,2023-03-16
AN00399,ORG00591,Simran Das 00399,L3 Analyst,Threat Hunting,3,Night,Active,2025-02-08
AN00400,ORG00269,Neha Gupta 00400,L2 Analyst,Threat Hunting,12,Evening,Active,2022-05-12
AN00401,ORG00159,Priya Sharma 00401,L2 Analyst,Incident Response,8,Morning,Active,2025-06-05
AN00402,ORG00335,Simran Kumar 00402,L2 Analyst,Threat Hunting,11,Morning,Active,2023-01-29
AN00403,ORG00225,Karan Das 00403,L3 Analyst,Threat Hunting,1,Evening,Active,2023-11-17
AN00404,ORG00139,Neha Malhotra 00404,L3 Analyst,Incident Response,6,Morning,Active,2025-08-21
AN00405,ORG00564,Priya Gupta 00405,SOC Engineer,Threat Detection,11,Morning,Active,2022-05-15
AN00406,ORG00954,Rahul Das 00406,L1 Analyst,Monitoring,1,Night,Active,2022-01-03
AN00407,ORG00254,Rahul Malhotra 00407,SOC Engineer,Monitoring,2,Evening,On Leave,2024-10-17
AN00408,ORG00369,Neha Malhotra 00408,L2 Analyst,Threat Hunting,5,Evening,Active,2023-01-10
AN00409,ORG00612,Karan Verma 00409,L2 Analyst,Threat Hunting,6,Evening,Active,2024-01-19
AN00410,ORG00169,Rahul Gupta 00410,L2 Analyst,Incident Response,4,Evening,Active,2022-10-08
AN00411,ORG00019,Aman Gupta 00411,L2 Analyst,Monitoring,10,Night,Active,2023-04-02
AN00412,ORG00777,Aman Joshi 00412,L2 Analyst,Incident Response,8,Night,Active,2024-01-26
AN00413,ORG00587,Rahul Verma 00413,L2 Analyst,Incident Response,12,Night,Active,2024-10-22
AN00414,ORG00499,Rahul Joshi 00414,SOC Engineer,Incident Response,5,Morning,Active,2023-04-10
AN00415,ORG00560,Arjun Gupta 00415,L3 Analyst,Incident Response,1,Night,Active,2022-03-03
AN00416,ORG00088,Rahul Kumar 00416,SOC Engineer,Incident Response,11,Evening,Active,2024-07-21
AN00417,ORG00788,Aman Malhotra 00417,L2 Analyst,Monitoring,8,Morning,Active,2025-09-13
AN00418,ORG00863,Arjun Patel 00418,L1 Analyst,Monitoring,7,Evening,Active,2023-01-21
AN00419,ORG00832,Riya Das 00419,L2 Analyst,Threat Hunting,1,Night,Active,2023-11-12
AN00420,ORG00311,Neha Das 00420,L3 Analyst,Incident Response,2,Morning,Active,2024-02-17
AN00421,ORG00443,Aman Kumar 00421,SOC Engineer,Incident Response,1,Evening,Active,2024-04-20
AN00422,ORG00585,Arjun Patel 00422,SOC Engineer,Incident Response,11,Evening,Active,2024-04-02
AN00423,ORG00663,Vikram Joshi 00423,SOC Engineer,Monitoring,11,Night,Active,2024-01-02
AN00424,ORG00598,Neha Patel 00424,L1 Analyst,Threat Hunting,5,Night,Active,2024-02-08
AN00425,ORG00995,Vikram Kumar 00425,L1 Analyst,Threat Detection,3,Morning,Active,2024-04-09
AN00426,ORG00348,Priya Verma 00426,L2 Analyst,Incident Response,4,Morning,Active,2025-02-26
AN00427,ORG00511,Riya Patel 00427,L1 Analyst,Incident Response,5,Evening,Active,2023-11-30
AN00428,ORG00677,Aman Gupta 00428,L3 Analyst,Threat Detection,6,Night,Active,2025-09-02
AN00429,ORG00148,Neha Singh 00429,SOC Engineer,Incident Response,1,Evening,On Leave,2024-10-14
AN00430,ORG00111,Aman Malhotra 00430,L1 Analyst,Incident Response,8,Night,On Leave,2025-10-06
AN00431,ORG00697,Arjun Verma 00431,L1 Analyst,Incident Response,2,Night,Active,2023-04-01
AN00432,ORG00882,Simran Verma 00432,SOC Engineer,Threat Detection,8,Morning,Active,2024-12-22
AN00433,ORG00341,Simran Kumar 00433,L2 Analyst,Threat Hunting,3,Morning,Active,2023-04-01
AN00434,ORG00918,Rahul Verma 00434,L3 Analyst,Monitoring,6,Morning,Active,2024-10-20
AN00435,ORG00420,Priya Singh 00435,L2 Analyst,Threat Detection,8,Morning,Active,2022-10-04
AN00436,ORG00002,Priya Mehta 00436,L1 Analyst,Monitoring,5,Morning,Active,2022-10-21
AN00437,ORG00056,Arjun Gupta 00437,L3 Analyst,Threat Hunting,7,Night,Active,2023-04-08
AN00438,ORG00209,Aman Kumar 00438,L2 Analyst,Threat Hunting,12,Night,Active,2022-10-03
AN00439,ORG00454,Neha Singh 00439,L1 Analyst,Monitoring,10,Evening,Inactive,2022-05-12
AN00440,ORG00134,Simran Gupta 00440,L2 Analyst,Threat Hunting,11,Evening,Active,2022-05-06
AN00441,ORG00384,Simran Kumar 00441,SOC Engineer,Incident Response,2,Morning,Active,2022-07-03
AN00442,ORG00744,Priya Kumar 00442,L3 Analyst,Threat Detection,3,Evening,Active,2022-09-04
AN00443,ORG00622,Simran Joshi 00443,SOC Engineer,Threat Hunting,4,Night,Active,2024-02-01
AN00444,ORG00919,Rahul Kumar 00444,SOC Engineer,Threat Detection,5,Morning,Active,2025-09-11
AN00445,ORG00922,Aman Kumar 00445,L1 Analyst,Threat Detection,8,Morning,Inactive,2024-05-16
AN00446,ORG00281,Neha Singh 00446,L1 Analyst,Monitoring,9,Morning,Active,2025-12-13
AN00447,ORG00283,Simran Sharma 00447,L2 Analyst,Incident Response,10,Morning,Active,2022-11-06
AN00448,ORG00488,Neha Malhotra 00448,L3 Analyst,Incident Response,6,Morning,Active,2024-11-27
AN00449,ORG00108,Vikram Malhotra 00449,L3 Analyst,Threat Hunting,2,Evening,Active,2023-05-22
AN00450,ORG00680,Riya Singh 00450,L2 Analyst,Incident Response,5,Evening,Active,2025-05-16
AN00451,ORG00137,Vikram Patel 00451,L3 Analyst,Incident Response,9,Morning,Active,2025-02-18
AN00452,ORG00475,Priya Patel 00452,L2 Analyst,Threat Hunting,2,Morning,Active,2023-01-14
AN00453,ORG00191,Priya Joshi 00453,SOC Engineer,Monitoring,12,Morning,Active,2022-02-19
AN00454,ORG00258,Simran Das 00454,L3 Analyst,Monitoring,7,Evening,On Leave,2023-07-02
AN00455,ORG00144,Simran Malhotra 00455,L1 Analyst,Incident Response,5,Evening,Active,2022-09-10
AN00456,ORG00051,Neha Gupta 00456,L1 Analyst,Incident Response,1,Morning,Active,2022-12-31
AN00457,ORG00779,Arjun Das 00457,SOC Engineer,Threat Hunting,3,Morning,Active,2023-03-23
AN00458,ORG00392,Vikram Joshi 00458,L1 Analyst,Monitoring,6,Evening,On Leave,2026-01-02
AN00459,ORG00450,Vikram Das 00459,L3 Analyst,Threat Detection,10,Morning,Active,2023-07-31
AN00460,ORG00136,Vikram Patel 00460,L2 Analyst,Threat Hunting,1,Morning,Active,2025-06-01
AN00461,ORG00897,Riya Joshi 00461,L2 Analyst,Threat Hunting,10,Night,Active,2022-01-27
AN00462,ORG00514,Priya Sharma 00462,L1 Analyst,Monitoring,8,Evening,Active,2025-02-23
AN00463,ORG00658,Neha Joshi 00463,L2 Analyst,Monitoring,1,Morning,Active,2024-02-28
AN00464,ORG00095,Ananya Gupta 00464,L1 Analyst,Threat Detection,12,Night,Active,2025-05-22
AN00465,ORG00335,Priya Kumar 00465,L3 Analyst,Threat Detection,8,Morning,Active,2024-10-23
AN00466,ORG00645,Ananya Gupta 00466,L3 Analyst,Threat Hunting,11,Evening,Active,2022-09-27
AN00467,ORG00607,Ananya Gupta 00467,L3 Analyst,Threat Hunting,9,Morning,Active,2026-01-29
AN00468,ORG00906,Priya Sharma 00468,L1 Analyst,Incident Response,7,Evening,Active,2025-01-24
AN00469,ORG00426,Arjun Singh 00469,SOC Engineer,Threat Hunting,11,Evening,Active,2023-04-21
AN00470,ORG00659,Arjun Kumar 00470,SOC Engineer,Threat Hunting,2,Morning,Active,2024-01-16
AN00471,ORG00009,Priya Joshi 00471,SOC Engineer,Monitoring,2,Night,Active,2024-09-09
AN00472,ORG00232,Arjun Gupta 00472,SOC Engineer,Threat Hunting,6,Night,Active,2023-01-10
AN00473,ORG00206,Vikram Joshi 00473,L1 Analyst,Threat Hunting,3,Evening,Active,2023-01-03
AN00474,ORG00476,Karan Joshi 00474,L3 Analyst,Monitoring,11,Morning,Active,2025-06-01
AN00475,ORG00987,Simran Mehta 00475,L1 Analyst,Monitoring,10,Night,Active,2022-08-19
AN00476,ORG00990,Vikram Gupta 00476,SOC Engineer,Threat Detection,8,Morning,On Leave,2023-07-27
AN00477,ORG00279,Arjun Mehta 00477,L3 Analyst,Monitoring,10,Night,Active,2022-03-25
AN00478,ORG00714,Rahul Malhotra 00478,L1 Analyst,Incident Response,7,Evening,Active,2025-09-16
AN00479,ORG00732,Aman Singh 00479,L1 Analyst,Threat Detection,2,Morning,Active,2025-04-29
AN00480,ORG00113,Ananya Sharma 00480,SOC Engineer,Threat Hunting,8,Evening,Active,2025-06-17
AN00481,ORG00967,Rahul Kumar 00481,L1 Analyst,Threat Hunting,11,Evening,Active,2026-01-02
AN00482,ORG00094,Neha Malhotra 00482,L1 Analyst,Incident Response,12,Morning,Active,2022-09-13
AN00483,ORG00972,Riya Gupta 00483,L1 Analyst,Threat Hunting,5,Night,Active,2024-05-03
AN00484,ORG00296,Karan Malhotra 00484,L1 Analyst,Incident Response,10,Evening,Inactive,2023-10-22
AN00485,ORG00636,Karan Verma 00485,L3 Analyst,Threat Hunting,7,Night,Active,2024-03-23
AN00486,ORG00258,Ananya Mehta 00486,SOC Engineer,Monitoring,9,Night,Active,2022-03-10
AN00487,ORG00234,Aman Sharma 00487,L3 Analyst,Threat Detection,12,Morning,Active,2022-04-30
AN00488,ORG00579,Rahul Malhotra 00488,L3 Analyst,Threat Hunting,10,Evening,Active,2023-09-21
AN00489,ORG00521,Rahul Sharma 00489,L2 Analyst,Monitoring,3,Night,Active,2023-09-03
AN00490,ORG00709,Vikram Joshi 00490,SOC Engineer,Incident Response,7,Morning,Active,2025-02-05
AN00491,ORG00998,Ananya Malhotra 00491,L2 Analyst,Threat Detection,4,Evening,Active,2022-12-01
AN00492,ORG00453,Ananya Sharma 00492,L1 Analyst,Threat Hunting,11,Night,Active,2024-04-15
AN00493,ORG00756,Riya Joshi 00493,L3 Analyst,Monitoring,3,Night,Active,2022-06-11
AN00494,ORG00786,Neha Gupta 00494,L2 Analyst,Monitoring,4,Night,Active,2024-12-13
AN00495,ORG00829,Simran Singh 00495,L2 Analyst,Monitoring,10,Night,Active,2025-04-03
AN00496,ORG00504,Karan Das 00496,L2 Analyst,Monitoring,2,Morning,Active,2022-06-30
AN00497,ORG00015,Rahul Verma 00497,SOC Engineer,Threat Hunting,10,Night,Active,2025-07-20
AN00498,ORG00475,Rahul Singh 00498,SOC Engineer,Threat Hunting,12,Morning,Active,2025-11-23
AN00499,ORG00597,Riya Mehta 00499,L1 Analyst,Threat Detection,9,Evening,Active,2025-10-21
AN00500,ORG00897,Rahul Mehta 00500,L1 Analyst,Monitoring,8,Evening,Active,2025-03-14
AN00501,ORG00971,Karan Verma 00501,L1 Analyst,Incident Response,6,Morning,Active,2022-03-24
